survey_name,user_id,question,response,question_type,q_order
housing-survey,973e5aa9-3bc0-4376-9b66-1ccc4972f195,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,973e5aa9-3bc0-4376-9b66-1ccc4972f195,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,973e5aa9-3bc0-4376-9b66-1ccc4972f195,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,973e5aa9-3bc0-4376-9b66-1ccc4972f195,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,97ab5fc5-958c-48dc-a221-5dd22daccfe3,Where do you currently live?,City,single_select,1
housing-survey,97ab5fc5-958c-48dc-a221-5dd22daccfe3,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,97ab5fc5-958c-48dc-a221-5dd22daccfe3,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,97ab5fc5-958c-48dc-a221-5dd22daccfe3,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,97ab5fc5-958c-48dc-a221-5dd22daccfe3,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,97dabef0-42c9-41fe-a7ca-2d8aced3d9ef,Where do you currently live?,City,single_select,1
housing-survey,97dabef0-42c9-41fe-a7ca-2d8aced3d9ef,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,97dabef0-42c9-41fe-a7ca-2d8aced3d9ef,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,97dabef0-42c9-41fe-a7ca-2d8aced3d9ef,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,97dabef0-42c9-41fe-a7ca-2d8aced3d9ef,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,98c330b0-6901-4faa-8f0d-9805ac46b804,Where do you currently live?,City,single_select,1
housing-survey,98c330b0-6901-4faa-8f0d-9805ac46b804,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,98c330b0-6901-4faa-8f0d-9805ac46b804,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,98c330b0-6901-4faa-8f0d-9805ac46b804,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,98c330b0-6901-4faa-8f0d-9805ac46b804,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,990027f5-7036-4eed-a5cb-af6114401ae9,Where do you currently live?,City,single_select,1
housing-survey,990027f5-7036-4eed-a5cb-af6114401ae9,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,990027f5-7036-4eed-a5cb-af6114401ae9,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,990027f5-7036-4eed-a5cb-af6114401ae9,"In the next five years, what is the likelihood of you becoming a homeowner?",Very unlikely,single_select,5
housing-survey,990027f5-7036-4eed-a5cb-af6114401ae9,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,9a4fa7ea-4a27-408c-92ab-a446f1d3cea2,Where do you currently live?,City,single_select,1
housing-survey,9a4fa7ea-4a27-408c-92ab-a446f1d3cea2,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,9a4fa7ea-4a27-408c-92ab-a446f1d3cea2,"In your area, how do you expect housing prices to change in the next year?",Decrease somewhat,single_select,4
housing-survey,9a4fa7ea-4a27-408c-92ab-a446f1d3cea2,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,9a4fa7ea-4a27-408c-92ab-a446f1d3cea2,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,9a829a24-16d4-4636-ad45-d26358a8fcd0,Where do you currently live?,City,single_select,1
housing-survey,9a829a24-16d4-4636-ad45-d26358a8fcd0,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,9a829a24-16d4-4636-ad45-d26358a8fcd0,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,9a829a24-16d4-4636-ad45-d26358a8fcd0,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,9a829a24-16d4-4636-ad45-d26358a8fcd0,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,9a96f44a-dd2c-4096-a17d-e0acf2cb6bee,Where do you currently live?,Suburbs,single_select,2
housing-survey,9a96f44a-dd2c-4096-a17d-e0acf2cb6bee,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,9a96f44a-dd2c-4096-a17d-e0acf2cb6bee,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,9a96f44a-dd2c-4096-a17d-e0acf2cb6bee,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,9a96f44a-dd2c-4096-a17d-e0acf2cb6bee,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,9b047d97-3d57-4084-a6d4-96863a978700,Where do you currently live?,Suburbs,single_select,2
housing-survey,9b047d97-3d57-4084-a6d4-96863a978700,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,9b047d97-3d57-4084-a6d4-96863a978700,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,9b047d97-3d57-4084-a6d4-96863a978700,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,9b047d97-3d57-4084-a6d4-96863a978700,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,9b7e2fd5-bb38-434f-8117-b5fbd0b356d0,Where do you currently live?,Rural area,single_select,3
housing-survey,9b7e2fd5-bb38-434f-8117-b5fbd0b356d0,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,9b7e2fd5-bb38-434f-8117-b5fbd0b356d0,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,9b7e2fd5-bb38-434f-8117-b5fbd0b356d0,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat unlikely,single_select,4
housing-survey,9b7e2fd5-bb38-434f-8117-b5fbd0b356d0,Rent control is a necessary and effective way to keep housing prices down.,Somewhat disagree,single_select,4
housing-survey,9c144b89-b950-4cd4-a162-2fa6469404e4,Where do you currently live?,Suburbs,single_select,2
housing-survey,9c144b89-b950-4cd4-a162-2fa6469404e4,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,9c144b89-b950-4cd4-a162-2fa6469404e4,"In your area, how do you expect housing prices to change in the next year?",Decrease somewhat,single_select,4
housing-survey,9c144b89-b950-4cd4-a162-2fa6469404e4,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,9c144b89-b950-4cd4-a162-2fa6469404e4,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,9c4d8ddd-bbf7-412c-86ca-cbe19610016c,Where do you currently live?,City,single_select,1
housing-survey,9c4d8ddd-bbf7-412c-86ca-cbe19610016c,When was the last time you moved?,4-5 years ago,single_select,5
housing-survey,9c4d8ddd-bbf7-412c-86ca-cbe19610016c,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,9c4d8ddd-bbf7-412c-86ca-cbe19610016c,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,9c4d8ddd-bbf7-412c-86ca-cbe19610016c,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,9cbcdd16-20d1-479d-abf2-fa87e256fa6d,Where do you currently live?,Suburbs,single_select,2
housing-survey,9cbcdd16-20d1-479d-abf2-fa87e256fa6d,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,9cbcdd16-20d1-479d-abf2-fa87e256fa6d,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,9cbcdd16-20d1-479d-abf2-fa87e256fa6d,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,9cbcdd16-20d1-479d-abf2-fa87e256fa6d,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,9dbcce84-c016-4430-bd4e-c43b67663d9e,Where do you currently live?,Suburbs,single_select,2
housing-survey,9dbcce84-c016-4430-bd4e-c43b67663d9e,When was the last time you moved?,3-4 years go,single_select,4
housing-survey,9dc2245b-0a22-4a2f-8f7c-8dce15531d2f,Where do you currently live?,City,single_select,1
housing-survey,9dc2245b-0a22-4a2f-8f7c-8dce15531d2f,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,9dc2245b-0a22-4a2f-8f7c-8dce15531d2f,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,9dc2245b-0a22-4a2f-8f7c-8dce15531d2f,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,9dc2245b-0a22-4a2f-8f7c-8dce15531d2f,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,9dd84898-4b04-4f21-8295-0704e22fc5a1,Where do you currently live?,City,single_select,1
housing-survey,9dd84898-4b04-4f21-8295-0704e22fc5a1,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,9df63173-1812-4fa6-a5cd-2cb5bde6a8ea,Where do you currently live?,Suburbs,single_select,2
housing-survey,9df63173-1812-4fa6-a5cd-2cb5bde6a8ea,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,9df63173-1812-4fa6-a5cd-2cb5bde6a8ea,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,9df63173-1812-4fa6-a5cd-2cb5bde6a8ea,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,9df63173-1812-4fa6-a5cd-2cb5bde6a8ea,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,9e1eabb2-3288-4d38-a01c-201dd6e2b28d,Where do you currently live?,Suburbs,single_select,2
housing-survey,9e1eabb2-3288-4d38-a01c-201dd6e2b28d,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,9e1eabb2-3288-4d38-a01c-201dd6e2b28d,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,9e1eabb2-3288-4d38-a01c-201dd6e2b28d,"In the next five years, what is the likelihood of you becoming a homeowner?",Very unlikely,single_select,5
housing-survey,9e1eabb2-3288-4d38-a01c-201dd6e2b28d,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,9e29654b-921a-4698-8cfd-c5d7ebd630e9,Where do you currently live?,Suburbs,single_select,2
housing-survey,9e29654b-921a-4698-8cfd-c5d7ebd630e9,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,9e29654b-921a-4698-8cfd-c5d7ebd630e9,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,9e29654b-921a-4698-8cfd-c5d7ebd630e9,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,9e29654b-921a-4698-8cfd-c5d7ebd630e9,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,9e5a8a4c-4357-4993-81c6-9342977c2a8d,Where do you currently live?,Suburbs,single_select,2
housing-survey,9e5a8a4c-4357-4993-81c6-9342977c2a8d,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,9e80da16-8e84-4ebc-b6c5-d59c3045200b,Where do you currently live?,Rural area,single_select,3
housing-survey,9e80da16-8e84-4ebc-b6c5-d59c3045200b,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,9e80da16-8e84-4ebc-b6c5-d59c3045200b,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,9e80da16-8e84-4ebc-b6c5-d59c3045200b,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,9e80da16-8e84-4ebc-b6c5-d59c3045200b,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,9ecc804a-44a2-46e4-ac23-ec2f2774925a,Where do you currently live?,City,single_select,1
housing-survey,9ecc804a-44a2-46e4-ac23-ec2f2774925a,When was the last time you moved?,Does not apply,single_select,7
housing-survey,9ecc804a-44a2-46e4-ac23-ec2f2774925a,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,9ecc804a-44a2-46e4-ac23-ec2f2774925a,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,9ecc804a-44a2-46e4-ac23-ec2f2774925a,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,9ecd559a-19c1-4c6e-80a7-a6a9002749ac,Where do you currently live?,Rural area,single_select,3
housing-survey,9ecd559a-19c1-4c6e-80a7-a6a9002749ac,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,9ecd559a-19c1-4c6e-80a7-a6a9002749ac,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,9ecd559a-19c1-4c6e-80a7-a6a9002749ac,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,9ecd559a-19c1-4c6e-80a7-a6a9002749ac,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,9ff7bea4-14b7-46c0-8f48-0d36ee4b0266,Where do you currently live?,City,single_select,1
housing-survey,9ff7bea4-14b7-46c0-8f48-0d36ee4b0266,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,9ff7bea4-14b7-46c0-8f48-0d36ee4b0266,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,9ff7bea4-14b7-46c0-8f48-0d36ee4b0266,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,9ff7bea4-14b7-46c0-8f48-0d36ee4b0266,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,a0462553-5fc8-4cc6-861e-6bcda2fb80cd,Where do you currently live?,Suburbs,single_select,2
housing-survey,a0462553-5fc8-4cc6-861e-6bcda2fb80cd,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,a0462553-5fc8-4cc6-861e-6bcda2fb80cd,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,a0462553-5fc8-4cc6-861e-6bcda2fb80cd,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,a0462553-5fc8-4cc6-861e-6bcda2fb80cd,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,a0af9993-5029-49ca-9fde-0ac2049df6cb,Where do you currently live?,City,single_select,1
housing-survey,a0af9993-5029-49ca-9fde-0ac2049df6cb,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,a0af9993-5029-49ca-9fde-0ac2049df6cb,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,a0af9993-5029-49ca-9fde-0ac2049df6cb,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,a0af9993-5029-49ca-9fde-0ac2049df6cb,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,a10980d8-2d99-482b-b873-ec193da96042,Where do you currently live?,City,single_select,1
housing-survey,a10980d8-2d99-482b-b873-ec193da96042,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,a1b79f8a-8269-4d40-84b7-36da175665d5,Where do you currently live?,Rural area,single_select,3
housing-survey,a1b79f8a-8269-4d40-84b7-36da175665d5,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,a1b79f8a-8269-4d40-84b7-36da175665d5,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,a1b79f8a-8269-4d40-84b7-36da175665d5,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,a1b79f8a-8269-4d40-84b7-36da175665d5,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,a1d7dafb-90b4-4a96-abaf-e7df24dd21e5,Where do you currently live?,City,single_select,1
housing-survey,a1d7dafb-90b4-4a96-abaf-e7df24dd21e5,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,a1d7dafb-90b4-4a96-abaf-e7df24dd21e5,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,a1d7dafb-90b4-4a96-abaf-e7df24dd21e5,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,a1d7dafb-90b4-4a96-abaf-e7df24dd21e5,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,a20e370f-7870-4e86-bfe9-292768f3dde5,Where do you currently live?,Suburbs,single_select,2
housing-survey,a20e370f-7870-4e86-bfe9-292768f3dde5,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,a20e370f-7870-4e86-bfe9-292768f3dde5,"In your area, how do you expect housing prices to change in the next year?",Decrease somewhat,single_select,4
housing-survey,a20e370f-7870-4e86-bfe9-292768f3dde5,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,a20e370f-7870-4e86-bfe9-292768f3dde5,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,a25196e4-3412-4e0f-80fc-88b40ff2e4a3,Where do you currently live?,Suburbs,single_select,2
housing-survey,a25196e4-3412-4e0f-80fc-88b40ff2e4a3,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,a25196e4-3412-4e0f-80fc-88b40ff2e4a3,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,a25196e4-3412-4e0f-80fc-88b40ff2e4a3,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,a25196e4-3412-4e0f-80fc-88b40ff2e4a3,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,a2a3fdb9-9c27-4a07-90b5-d39435cb3cba,Where do you currently live?,City,single_select,1
housing-survey,a2a3fdb9-9c27-4a07-90b5-d39435cb3cba,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,a2a3fdb9-9c27-4a07-90b5-d39435cb3cba,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,a2a3fdb9-9c27-4a07-90b5-d39435cb3cba,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,a2a3fdb9-9c27-4a07-90b5-d39435cb3cba,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,a2af7327-b6b3-4eb8-8576-b1dbd653c745,Where do you currently live?,Suburbs,single_select,2
housing-survey,a2af7327-b6b3-4eb8-8576-b1dbd653c745,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,a2af7327-b6b3-4eb8-8576-b1dbd653c745,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,a2af7327-b6b3-4eb8-8576-b1dbd653c745,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,a2af7327-b6b3-4eb8-8576-b1dbd653c745,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,a2afcae2-5dc4-437e-bc43-24e7e57b441d,Where do you currently live?,Suburbs,single_select,2
housing-survey,a2afcae2-5dc4-437e-bc43-24e7e57b441d,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,a2afcae2-5dc4-437e-bc43-24e7e57b441d,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,a2afcae2-5dc4-437e-bc43-24e7e57b441d,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,a2afcae2-5dc4-437e-bc43-24e7e57b441d,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,a37f11e5-eced-43fa-a15a-a2fc8c0e270a,Where do you currently live?,Suburbs,single_select,2
housing-survey,a37f11e5-eced-43fa-a15a-a2fc8c0e270a,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,a37f11e5-eced-43fa-a15a-a2fc8c0e270a,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,a37f11e5-eced-43fa-a15a-a2fc8c0e270a,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat unlikely,single_select,4
housing-survey,a37f11e5-eced-43fa-a15a-a2fc8c0e270a,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,a391820d-7dc8-4340-9970-281af051603d,Where do you currently live?,City,single_select,1
housing-survey,a391820d-7dc8-4340-9970-281af051603d,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,a3b925f8-4bbe-4e1e-a7e8-dc696bfc93ff,Where do you currently live?,City,single_select,1
housing-survey,a3b925f8-4bbe-4e1e-a7e8-dc696bfc93ff,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,a3b925f8-4bbe-4e1e-a7e8-dc696bfc93ff,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,a3b925f8-4bbe-4e1e-a7e8-dc696bfc93ff,"In the next five years, what is the likelihood of you becoming a homeowner?",Very unlikely,single_select,5
housing-survey,a3b925f8-4bbe-4e1e-a7e8-dc696bfc93ff,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,a3d503d6-e060-449e-a0ba-2c60ca1f7ecf,Where do you currently live?,Suburbs,single_select,2
housing-survey,a3d503d6-e060-449e-a0ba-2c60ca1f7ecf,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,a3d503d6-e060-449e-a0ba-2c60ca1f7ecf,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,a3d503d6-e060-449e-a0ba-2c60ca1f7ecf,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,a3d503d6-e060-449e-a0ba-2c60ca1f7ecf,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,a3fc1782-6753-4f42-948a-b77a686378d7,Where do you currently live?,City,single_select,1
housing-survey,a3fc1782-6753-4f42-948a-b77a686378d7,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,a3fc1782-6753-4f42-948a-b77a686378d7,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,a3fc1782-6753-4f42-948a-b77a686378d7,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,a3fc1782-6753-4f42-948a-b77a686378d7,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,a4002298-aff8-42ee-a048-a59605834fdb,Where do you currently live?,Suburbs,single_select,2
housing-survey,a4002298-aff8-42ee-a048-a59605834fdb,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,a4002298-aff8-42ee-a048-a59605834fdb,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,a4002298-aff8-42ee-a048-a59605834fdb,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,a4002298-aff8-42ee-a048-a59605834fdb,Rent control is a necessary and effective way to keep housing prices down.,Somewhat disagree,single_select,4
housing-survey,a4843fc8-d764-48c0-87f0-3109218f5e67,Where do you currently live?,City,single_select,1
housing-survey,a4843fc8-d764-48c0-87f0-3109218f5e67,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,a4843fc8-d764-48c0-87f0-3109218f5e67,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,a4843fc8-d764-48c0-87f0-3109218f5e67,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,a4843fc8-d764-48c0-87f0-3109218f5e67,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,a4868b07-4135-43dc-a4a4-58021c0f01fc,Where do you currently live?,City,single_select,1
housing-survey,a4868b07-4135-43dc-a4a4-58021c0f01fc,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,a4868b07-4135-43dc-a4a4-58021c0f01fc,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,a4868b07-4135-43dc-a4a4-58021c0f01fc,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,a4868b07-4135-43dc-a4a4-58021c0f01fc,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,a4b2c756-e2be-473d-a51e-f8639d280c71,Where do you currently live?,Suburbs,single_select,2
housing-survey,a4b2c756-e2be-473d-a51e-f8639d280c71,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,a4b2c756-e2be-473d-a51e-f8639d280c71,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,a4b2c756-e2be-473d-a51e-f8639d280c71,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,a4b2c756-e2be-473d-a51e-f8639d280c71,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,a4f33121-3de4-4605-bb19-5fedc54fe9ac,Where do you currently live?,City,single_select,1
housing-survey,a4f33121-3de4-4605-bb19-5fedc54fe9ac,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,a4f33121-3de4-4605-bb19-5fedc54fe9ac,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,a4f33121-3de4-4605-bb19-5fedc54fe9ac,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,a4f33121-3de4-4605-bb19-5fedc54fe9ac,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,a5a0a7ac-54e5-46d7-8343-170322096758,Where do you currently live?,Suburbs,single_select,2
housing-survey,a5a0a7ac-54e5-46d7-8343-170322096758,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,a5a0a7ac-54e5-46d7-8343-170322096758,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,a5a0a7ac-54e5-46d7-8343-170322096758,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,a5a0a7ac-54e5-46d7-8343-170322096758,Rent control is a necessary and effective way to keep housing prices down.,Somewhat disagree,single_select,4
housing-survey,a5ad60d9-8be2-43ef-b497-87bcc4323064,Where do you currently live?,Suburbs,single_select,2
housing-survey,a5ad60d9-8be2-43ef-b497-87bcc4323064,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,a5ad60d9-8be2-43ef-b497-87bcc4323064,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,a5ad60d9-8be2-43ef-b497-87bcc4323064,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat unlikely,single_select,4
housing-survey,a5ad60d9-8be2-43ef-b497-87bcc4323064,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,a6395a2a-7115-4873-b1aa-02e8c27304c6,Where do you currently live?,City,single_select,1
housing-survey,a6395a2a-7115-4873-b1aa-02e8c27304c6,When was the last time you moved?,1-2 years ago,single_select,2
